CustomerID,CustomerName,Gender,Age,City,State,CustomerType
5043,Priya Gupta,Male,32,Pune,Maharashtra,Corporate
5044,Anita Gupta,Female,57,Hyderabad,Telangana,Online
5045,Neha Nair,Male,60,Delhi,Delhi,Retail
5046,Sneha Iyer,Male,45,Kolkata,West Bengal,Online
5047,Priya Das,Female,43,Pune,Maharashtra,Online
5048,Rahul Singh,Male,19,Mumbai,Maharashtra,Retail
5049,Neha Singh,Female,60,Jaipur,Rajasthan,Corporate
5050,Rohit Verma,Male,19,Bengaluru,Karnataka,Retail
5051,Rohit Singh,Female,30,Mumbai,Maharashtra,Retail
5052,Kiran Gupta,Female,50,Delhi,Delhi,Retail
5053,Anita Reddy,Female,26,Jaipur,Rajasthan,Retail
5054,Neha Jain,Female,50,Pune,Maharashtra,Retail
5055,Rahul Verma,Male,46,Lucknow,Uttar Pradesh,Retail
5056,Amit Singh,Male,27,Jaipur,Rajasthan,Corporate
5057,Priya Verma,Male,38,Jaipur,Rajasthan,Online
5058,Rohit Verma,Female,24,Lucknow,Uttar Pradesh,Online
5059,Sneha Gupta,Female,20,Delhi,Delhi,Retail
5060,Neha Verma,Male,22,Lucknow,Uttar Pradesh,Corporate
5061,Pooja Verma,Male,62,Pune,Maharashtra,Corporate
5062,Rohit Verma,Female,50,Ahmedabad,Gujarat,Retail
5063,Kiran Verma,Male,46,Lucknow,Uttar Pradesh,Retail
5064,Priya Das,Female,38,Kolkata,West Bengal,Retail
5065,Vikas Patel,Male,60,Hyderabad,Telangana,Corporate
5066,Rahul Nair,Male,34,Mumbai,Maharashtra,Retail
5067,Sneha Patel,Female,49,Ahmedabad,Gujarat,Retail
5068,Rahul Das,Female,39,Hyderabad,Telangana,Corporate
5069,Anita Nair,Male,64,Hyderabad,Telangana,Corporate
5070,Anita Verma,Female,46,Delhi,Delhi,Online
5071,Vikas Nair,Female,50,Delhi,Delhi,Retail
5072,Sneha Patel,Male,34,Mumbai,Maharashtra,Corporate
5073,Rahul Reddy,Male,45,Delhi,Delhi,Online
5074,Vikas Singh,Female,62,Chennai,Tamil Nadu,Corporate
5075,Kiran Sharma,Male,45,Mumbai,Maharashtra,Retail
5076,Amit Patel,Female,23,Chennai,Tamil Nadu,Online
5077,Priya Reddy,Male,47,Hyderabad,Telangana,Retail
5078,Rohit Das,Female,57,Pune,Maharashtra,Retail
5079,Rohit Gupta,Male,28,Delhi,Delhi,Corporate
5080,Rahul Gupta,Female,58,Delhi,Delhi,Corporate
5081,Sneha Reddy,Female,50,Lucknow,Uttar Pradesh,Online
5082,Kiran Nair,Male,34,Bengaluru,Karnataka,Retail
5083,Amit Verma,Male,50,Delhi,Delhi,Corporate
5084,Neha Patel,Female,60,Hyderabad,Telangana,Corporate
5085,Vikas Verma,Female,62,Lucknow,Uttar Pradesh,Retail
5086,Anita Gupta,Male,43,Hyderabad,Telangana,Corporate
5087,Rahul Sharma,Male,58,Delhi,Delhi,Online
5088,Vikas Singh,Male,23,Chennai,Tamil Nadu,Online
5089,Rohit Reddy,Male,62,Kolkata,West Bengal,Corporate
5090,Neha Singh,Male,35,Delhi,Delhi,Corporate
5091,Kiran Nair,Female,53,Delhi,Delhi,Corporate
5092,Amit Reddy,Male,40,Hyderabad,Telangana,Retail
5093,Anita Das,Male,48,Delhi,Delhi,Corporate
5094,Sneha Gupta,Male,23,Lucknow,Uttar Pradesh,Corporate
5095,Rahul Das,Male,43,Mumbai,Maharashtra,Retail
5096,Kiran Gupta,Male,55,Chennai,Tamil Nadu,Online
5097,Pooja Das,Female,64,Bengaluru,Karnataka,Corporate
5098,Kiran Jain,Male,20,Bengaluru,Karnataka,Online
5099,Vikas Verma,Male,51,Lucknow,Uttar Pradesh,Online
5100,Amit Jain,Male,23,Jaipur,Rajasthan,Retail
5101,Rahul Nair,Male,42,Delhi,Delhi,Corporate
5102,Amit Sharma,Male,49,Lucknow,Uttar Pradesh,Corporate
5103,Neha Patel,Male,60,Delhi,Delhi,Online
5104,Neha Reddy,Male,34,Mumbai,Maharashtra,Retail
5105,Sneha Iyer,Female,42,Hyderabad,Telangana,Retail
5106,Kiran Sharma,Male,22,Ahmedabad,Gujarat,Online
5107,Anita Reddy,Female,57,Bengaluru,Karnataka,Online
5108,Amit Iyer,Male,49,Bengaluru,Karnataka,Corporate
5109,Sneha Iyer,Female,63,Mumbai,Maharashtra,Online
5110,Neha Iyer,Female,25,Chennai,Tamil Nadu,Online
5111,Kiran Patel,Female,19,Hyderabad,Telangana,Corporate
5112,Priya Verma,Female,35,Ahmedabad,Gujarat,Corporate
5113,Sneha Patel,Male,27,Hyderabad,Telangana,Online
5114,Kiran Nair,Male,56,Lucknow,Uttar Pradesh,Online
5115,Kiran Patel,Female,32,Lucknow,Uttar Pradesh,Corporate
5116,Vikas Sharma,Male,18,Ahmedabad,Gujarat,Corporate
5117,Vikas Reddy,Male,44,Ahmedabad,Gujarat,Corporate
5118,Anita Patel,Female,18,Kolkata,West Bengal,Corporate
5119,Vikas Patel,Male,63,Pune,Maharashtra,Retail
5120,Kiran Nair,Male,43,Chennai,Tamil Nadu,Corporate
5121,Priya Nair,Female,35,Jaipur,Rajasthan,Retail
5122,Priya Sharma,Female,58,Chennai,Tamil Nadu,Retail
5123,Kiran Das,Female,30,Hyderabad,Telangana,Corporate
5124,Amit Das,Male,64,Kolkata,West Bengal,Retail
5125,Vikas Iyer,Male,59,Delhi,Delhi,Corporate
5126,Amit Verma,Male,28,Ahmedabad,Gujarat,Corporate
5127,Anita Reddy,Female,34,Kolkata,West Bengal,Online
5128,Vikas Gupta,Female,48,Chennai,Tamil Nadu,Online
5129,Priya Singh,Male,22,Kolkata,West Bengal,Retail
5130,Neha Verma,Male,46,Lucknow,Uttar Pradesh,Corporate
5131,Vikas Singh,Male,33,Ahmedabad,Gujarat,Retail
5132,Anita Verma,Male,38,Bengaluru,Karnataka,Retail
5133,Kiran Jain,Male,19,Pune,Maharashtra,Online
5134,Vikas Das,Male,42,Kolkata,West Bengal,Corporate
5135,Amit Iyer,Female,54,Pune,Maharashtra,Corporate
5136,Rohit Verma,Male,23,Bengaluru,Karnataka,Corporate
5137,Vikas Das,Female,45,Hyderabad,Telangana,Corporate
5138,Rahul Sharma,Female,63,Delhi,Delhi,Corporate
5139,Neha Sharma,Male,43,Jaipur,Rajasthan,Online
5140,Neha Gupta,Male,32,Ahmedabad,Gujarat,Retail
5141,Rohit Patel,Female,23,Bengaluru,Karnataka,Online
5142,Amit Singh,Male,54,Delhi,Delhi,Retail
5143,Rahul Reddy,Female,62,Chennai,Tamil Nadu,Retail
5144,Priya Reddy,Male,42,Mumbai,Maharashtra,Corporate
5145,Pooja Sharma,Male,52,Hyderabad,Telangana,Corporate
5146,Kiran Nair,Male,48,Ahmedabad,Gujarat,Online
5147,Rohit Gupta,Male,44,Hyderabad,Telangana,Online
5148,Amit Sharma,Male,49,Chennai,Tamil Nadu,Online
5149,Priya Reddy,Male,60,Kolkata,West Bengal,Corporate
5150,Sneha Iyer,Male,62,Pune,Maharashtra,Corporate
5151,Anita Das,Male,18,Kolkata,West Bengal,Corporate
5152,Priya Gupta,Female,30,Lucknow,Uttar Pradesh,Corporate
5153,Sneha Iyer,Male,34,Hyderabad,Telangana,Corporate
5154,Pooja Iyer,Male,32,Mumbai,Maharashtra,Corporate
5155,Amit Jain,Male,43,Kolkata,West Bengal,Retail
5156,Amit Jain,Male,44,Hyderabad,Telangana,Retail
5157,Rahul Das,Female,63,Delhi,Delhi,Corporate
5158,Priya Singh,Female,30,Mumbai,Maharashtra,Retail
5159,Neha Sharma,Female,60,Lucknow,Uttar Pradesh,Online
5160,Anita Nair,Female,28,Kolkata,West Bengal,Retail
5161,Priya Reddy,Male,40,Delhi,Delhi,Corporate
5162,Rohit Gupta,Female,40,Mumbai,Maharashtra,Corporate
5163,Priya Sharma,Female,30,Kolkata,West Bengal,Corporate
5164,Neha Gupta,Female,41,Lucknow,Uttar Pradesh,Online
5165,Amit Das,Male,58,Ahmedabad,Gujarat,Corporate
5166,Vikas Sharma,Female,22,Delhi,Delhi,Retail
5167,Sneha Patel,Female,41,Chennai,Tamil Nadu,Corporate
5168,Pooja Sharma,Female,65,Pune,Maharashtra,Online
5169,Kiran Reddy,Male,64,Pune,Maharashtra,Online
5170,Amit Gupta,Male,48,Mumbai,Maharashtra,Online
5171,Vikas Reddy,Female,49,Ahmedabad,Gujarat,Retail
5172,Rahul Sharma,Female,62,Ahmedabad,Gujarat,Retail
5173,Sneha Nair,Female,47,Jaipur,Rajasthan,Corporate
5174,Priya Verma,Male,43,Jaipur,Rajasthan,Retail
5175,Vikas Patel,Male,48,Hyderabad,Telangana,Online
5176,Anita Singh,Female,24,Lucknow,Uttar Pradesh,Retail
5177,Pooja Patel,Male,24,Chennai,Tamil Nadu,Corporate
5178,Neha Singh,Male,26,Ahmedabad,Gujarat,Corporate
5179,Pooja Gupta,Male,36,Ahmedabad,Gujarat,Corporate
5180,Pooja Reddy,Female,34,Chennai,Tamil Nadu,Online
5181,Sneha Iyer,Male,29,Chennai,Tamil Nadu,Retail
5182,Rahul Reddy,Male,38,Hyderabad,Telangana,Retail
5183,Kiran Gupta,Male,59,Kolkata,West Bengal,Retail
5184,Amit Patel,Male,48,Ahmedabad,Gujarat,Retail
5185,Anita Sharma,Female,32,Ahmedabad,Gujarat,Retail
5186,Sneha Jain,Male,22,Delhi,Delhi,Corporate
5187,Rahul Iyer,Female,60,Lucknow,Uttar Pradesh,Retail
5188,Pooja Jain,Female,31,Mumbai,Maharashtra,Retail
5189,Anita Singh,Male,31,Pune,Maharashtra,Corporate
5190,Pooja Gupta,Male,38,Delhi,Delhi,Corporate
5191,Rahul Jain,Female,22,Pune,Maharashtra,Retail
5192,Neha Verma,Female,22,Delhi,Delhi,Corporate
5193,Vikas Verma,Male,58,Mumbai,Maharashtra,Online
5194,Rahul Das,Female,44,Mumbai,Maharashtra,Corporate
5195,Vikas Sharma,Female,65,Chennai,Tamil Nadu,Online
5196,Vikas Das,Male,41,Pune,Maharashtra,Online
5197,Vikas Das,Male,18,Hyderabad,Telangana,Corporate
5198,Vikas Patel,Male,43,Bengaluru,Karnataka,Online
5199,Neha Singh,Male,18,Pune,Maharashtra,Retail
5200,Rahul Das,Male,54,Lucknow,Uttar Pradesh,Online
5201,Rohit Singh,Male,40,Pune,Maharashtra,Corporate
5202,Rohit Singh,Male,24,Bengaluru,Karnataka,Corporate
5203,Sneha Reddy,Male,20,Ahmedabad,Gujarat,Corporate
5204,Amit Jain,Female,23,Pune,Maharashtra,Online
5205,Rahul Gupta,Female,57,Jaipur,Rajasthan,Retail
5206,Rahul Jain,Male,20,Ahmedabad,Gujarat,Corporate
5207,Rahul Das,Female,25,Lucknow,Uttar Pradesh,Retail
5208,Sneha Sharma,Male,60,Hyderabad,Telangana,Corporate
5209,Vikas Jain,Female,53,Mumbai,Maharashtra,Online
5210,Vikas Reddy,Male,45,Chennai,Tamil Nadu,Corporate
5211,Neha Verma,Female,29,Pune,Maharashtra,Retail
5212,Pooja Iyer,Female,33,Delhi,Delhi,Corporate
5213,Neha Singh,Female,43,Jaipur,Rajasthan,Retail
5214,Rahul Nair,Female,41,Mumbai,Maharashtra,Retail
5215,Rohit Verma,Male,20,Ahmedabad,Gujarat,Online
5216,Priya Nair,Male,21,Bengaluru,Karnataka,Online
5217,Rahul Sharma,Male,57,Kolkata,West Bengal,Online
5218,Sneha Singh,Female,36,Mumbai,Maharashtra,Retail
5219,Priya Nair,Female,28,Hyderabad,Telangana,Corporate
5220,Kiran Iyer,Male,34,Jaipur,Rajasthan,Online
5221,Sneha Jain,Female,57,Ahmedabad,Gujarat,Online
5222,Anita Nair,Male,30,Hyderabad,Telangana,Retail
5223,Rahul Reddy,Female,42,Kolkata,West Bengal,Retail
5224,Priya Verma,Male,58,Chennai,Tamil Nadu,Corporate
5225,Rohit Verma,Male,34,Ahmedabad,Gujarat,Online
5226,Anita Reddy,Female,41,Kolkata,West Bengal,Online
5227,Anita Nair,Male,46,Bengaluru,Karnataka,Retail
5228,Pooja Sharma,Female,51,Bengaluru,Karnataka,Corporate
5229,Pooja Nair,Male,65,Chennai,Tamil Nadu,Retail
5230,Rahul Reddy,Female,44,Hyderabad,Telangana,Online
5231,Amit Singh,Female,32,Pune,Maharashtra,Online
5232,Amit Sharma,Male,54,Delhi,Delhi,Corporate
5233,Priya Verma,Female,52,Chennai,Tamil Nadu,Retail
5234,Pooja Reddy,Male,31,Kolkata,West Bengal,Corporate
5235,Neha Singh,Male,18,Jaipur,Rajasthan,Retail
5236,Neha Patel,Male,58,Bengaluru,Karnataka,Retail
5237,Vikas Reddy,Male,21,Chennai,Tamil Nadu,Online
5238,Anita Jain,Female,56,Lucknow,Uttar Pradesh,Online
5239,Sneha Singh,Male,20,Ahmedabad,Gujarat,Retail
5240,Amit Das,Male,33,Lucknow,Uttar Pradesh,Retail
5241,Priya Sharma,Male,27,Delhi,Delhi,Corporate
5242,Rohit Jain,Female,57,Hyderabad,Telangana,Retail
5243,Kiran Patel,Female,58,Lucknow,Uttar Pradesh,Retail
5244,Rohit Sharma,Female,45,Ahmedabad,Gujarat,Online
5245,Priya Iyer,Male,32,Ahmedabad,Gujarat,Retail
5246,Sneha Sharma,Male,39,Chennai,Tamil Nadu,Online
5247,Amit Reddy,Female,61,Chennai,Tamil Nadu,Online
5248,Kiran Gupta,Male,50,Chennai,Tamil Nadu,Retail
5249,Kiran Gupta,Male,28,Bengaluru,Karnataka,Online
5250,Sneha Das,Female,56,Pune,Maharashtra,Retail
5251,Rohit Iyer,Female,51,Kolkata,West Bengal,Online
5252,Amit Das,Male,54,Delhi,Delhi,Corporate
5253,Vikas Jain,Male,54,Hyderabad,Telangana,Retail
5254,Amit Sharma,Male,24,Bengaluru,Karnataka,Online
5255,Anita Singh,Male,19,Bengaluru,Karnataka,Retail
5256,Amit Patel,Male,22,Bengaluru,Karnataka,Online
5257,Sneha Verma,Male,63,Pune,Maharashtra,Corporate
5258,Sneha Gupta,Male,25,Mumbai,Maharashtra,Retail
5259,Priya Reddy,Female,24,Delhi,Delhi,Retail
5260,Sneha Reddy,Female,39,Mumbai,Maharashtra,Corporate
5261,Amit Nair,Female,36,Chennai,Tamil Nadu,Retail
5262,Anita Jain,Female,36,Pune,Maharashtra,Online
5263,Vikas Sharma,Female,51,Delhi,Delhi,Retail
5264,Neha Sharma,Male,63,Pune,Maharashtra,Retail
5265,Kiran Singh,Female,18,Jaipur,Rajasthan,Online
5266,Kiran Sharma,Male,40,Hyderabad,Telangana,Corporate
5267,Neha Singh,Female,55,Mumbai,Maharashtra,Corporate
5268,Kiran Jain,Male,36,Lucknow,Uttar Pradesh,Retail
5269,Neha Singh,Male,58,Hyderabad,Telangana,Retail
5270,Rohit Patel,Female,40,Ahmedabad,Gujarat,Retail
5271,Vikas Patel,Female,59,Kolkata,West Bengal,Retail
5272,Sneha Reddy,Female,45,Pune,Maharashtra,Online
5273,Rahul Das,Male,47,Lucknow,Uttar Pradesh,Retail
5274,Pooja Jain,Male,40,Lucknow,Uttar Pradesh,Online
5275,Rohit Singh,Female,60,Pune,Maharashtra,Online
5276,Rahul Iyer,Female,62,Pune,Maharashtra,Corporate
5277,Sneha Singh,Female,47,Jaipur,Rajasthan,Online
5278,Rohit Gupta,Female,37,Hyderabad,Telangana,Online
5279,Rahul Singh,Male,64,Jaipur,Rajasthan,Corporate
5280,Rohit Nair,Male,33,Jaipur,Rajasthan,Corporate
5281,Kiran Patel,Male,60,Hyderabad,Telangana,Retail
5282,Vikas Singh,Male,37,Hyderabad,Telangana,Online
5283,Vikas Reddy,Male,24,Chennai,Tamil Nadu,Online
5284,Kiran Gupta,Female,47,Mumbai,Maharashtra,Retail
5285,Vikas Das,Male,50,Delhi,Delhi,Online
5286,Neha Sharma,Male,34,Chennai,Tamil Nadu,Online
5287,Amit Gupta,Female,62,Kolkata,West Bengal,Online
5288,Vikas Gupta,Male,61,Jaipur,Rajasthan,Retail
5289,Neha Das,Female,34,Mumbai,Maharashtra,Online
5290,Vikas Gupta,Female,63,Mumbai,Maharashtra,Online
5291,Kiran Das,Female,47,Bengaluru,Karnataka,Retail
5292,Vikas Verma,Male,59,Jaipur,Rajasthan,Corporate
5293,Vikas Iyer,Male,20,Delhi,Delhi,Corporate
5294,Sneha Singh,Male,51,Lucknow,Uttar Pradesh,Corporate
5295,Pooja Iyer,Male,63,Mumbai,Maharashtra,Corporate
5296,Amit Nair,Female,44,Lucknow,Uttar Pradesh,Online
5297,Sneha Singh,Female,50,Ahmedabad,Gujarat,Retail
5298,Anita Sharma,Female,35,Jaipur,Rajasthan,Corporate
5299,Amit Sharma,Male,44,Kolkata,West Bengal,Corporate
5300,Pooja Reddy,Male,32,Pune,Maharashtra,Corporate
5301,Rohit Gupta,Female,47,Kolkata,West Bengal,Retail
5302,Rahul Patel,Male,48,Bengaluru,Karnataka,Online
5303,Sneha Singh,Female,60,Lucknow,Uttar Pradesh,Online
5304,Neha Reddy,Male,48,Kolkata,West Bengal,Corporate
5305,Kiran Das,Female,45,Hyderabad,Telangana,Online
5306,Neha Sharma,Female,40,Bengaluru,Karnataka,Retail
5307,Anita Iyer,Female,45,Chennai,Tamil Nadu,Online
5308,Anita Singh,Female,42,Mumbai,Maharashtra,Retail
5309,Pooja Nair,Male,51,Mumbai,Maharashtra,Corporate
5310,Amit Sharma,Male,22,Jaipur,Rajasthan,Online
5311,Kiran Jain,Male,55,Chennai,Tamil Nadu,Retail
5312,Rahul Iyer,Female,27,Hyderabad,Telangana,Retail
5313,Rohit Singh,Male,60,Kolkata,West Bengal,Online
5314,Sneha Iyer,Male,51,Chennai,Tamil Nadu,Retail
5315,Priya Verma,Male,34,Ahmedabad,Gujarat,Corporate
5316,Rahul Iyer,Female,53,Hyderabad,Telangana,Retail
5317,Neha Singh,Female,33,Ahmedabad,Gujarat,Corporate
5318,Rohit Jain,Male,28,Bengaluru,Karnataka,Corporate
5319,Pooja Iyer,Female,47,Ahmedabad,Gujarat,Corporate
5320,Vikas Patel,Male,58,Kolkata,West Bengal,Corporate
5321,Amit Jain,Male,61,Delhi,Delhi,Online
5322,Priya Verma,Female,49,Pune,Maharashtra,Retail
5323,Sneha Das,Male,39,Delhi,Delhi,Retail
5324,Anita Iyer,Male,36,Pune,Maharashtra,Corporate
5325,Vikas Reddy,Male,36,Pune,Maharashtra,Corporate
5326,Neha Das,Female,50,Pune,Maharashtra,Corporate
5327,Anita Gupta,Female,25,Lucknow,Uttar Pradesh,Corporate
5328,Anita Reddy,Male,55,Hyderabad,Telangana,Online
5329,Amit Das,Female,52,Mumbai,Maharashtra,Online
5330,Vikas Reddy,Male,18,Delhi,Delhi,Retail
5331,Neha Jain,Male,50,Hyderabad,Telangana,Online
5332,Vikas Jain,Male,58,Jaipur,Rajasthan,Online
5333,Priya Gupta,Male,60,Jaipur,Rajasthan,Online
5334,Rahul Patel,Male,20,Ahmedabad,Gujarat,Corporate
5335,Amit Nair,Male,37,Mumbai,Maharashtra,Online
5336,Kiran Singh,Female,20,Chennai,Tamil Nadu,Corporate
5337,Vikas Jain,Male,49,Delhi,Delhi,Online
5338,Amit Patel,Female,54,Lucknow,Uttar Pradesh,Online
5339,Neha Patel,Male,61,Kolkata,West Bengal,Corporate
5340,Pooja Singh,Female,44,Jaipur,Rajasthan,Online
5341,Priya Iyer,Male,27,Mumbai,Maharashtra,Online
5342,Vikas Sharma,Male,61,Delhi,Delhi,Online
5343,Priya Gupta,Male,26,Mumbai,Maharashtra,Corporate
5344,Kiran Jain,Male,46,Delhi,Delhi,Online
5345,Amit Nair,Male,64,Bengaluru,Karnataka,Retail
5346,Rohit Iyer,Female,60,Chennai,Tamil Nadu,Corporate
5347,Amit Sharma,Male,18,Delhi,Delhi,Online
5348,Priya Das,Female,37,Jaipur,Rajasthan,Online
5349,Rahul Iyer,Male,38,Jaipur,Rajasthan,Corporate
5350,Neha Iyer,Male,27,Jaipur,Rajasthan,Retail
5351,Rahul Das,Female,42,Pune,Maharashtra,Corporate
5352,Pooja Nair,Female,35,Chennai,Tamil Nadu,Retail
5353,Pooja Nair,Male,27,Jaipur,Rajasthan,Online
5354,Pooja Das,Male,42,Chennai,Tamil Nadu,Corporate
5355,Pooja Gupta,Female,36,Kolkata,West Bengal,Online
5356,Anita Reddy,Female,45,Delhi,Delhi,Retail
5357,Amit Reddy,Male,54,Jaipur,Rajasthan,Retail
5358,Rohit Iyer,Female,52,Chennai,Tamil Nadu,Retail
5359,Rohit Iyer,Female,30,Lucknow,Uttar Pradesh,Online
5360,Kiran Jain,Male,61,Hyderabad,Telangana,Corporate
5361,Sneha Reddy,Male,42,Ahmedabad,Gujarat,Corporate
5362,Priya Verma,Female,22,Lucknow,Uttar Pradesh,Retail
5363,Pooja Verma,Female,51,Kolkata,West Bengal,Corporate
5364,Rohit Jain,Male,30,Ahmedabad,Gujarat,Retail
5365,Priya Singh,Female,41,Hyderabad,Telangana,Online
5366,Anita Das,Male,33,Jaipur,Rajasthan,Retail
5367,Anita Patel,Female,58,Ahmedabad,Gujarat,Corporate
5368,Rahul Nair,Male,40,Mumbai,Maharashtra,Corporate
5369,Pooja Sharma,Male,20,Lucknow,Uttar Pradesh,Retail
5370,Neha Jain,Male,34,Jaipur,Rajasthan,Corporate
5371,Priya Iyer,Male,34,Kolkata,West Bengal,Retail
5372,Sneha Singh,Female,23,Pune,Maharashtra,Retail
5373,Amit Verma,Female,63,Delhi,Delhi,Corporate
5374,Priya Jain,Female,25,Ahmedabad,Gujarat,Online
5375,Kiran Nair,Male,59,Mumbai,Maharashtra,Retail
5376,Vikas Singh,Female,28,Lucknow,Uttar Pradesh,Corporate
5377,Sneha Singh,Male,34,Hyderabad,Telangana,Corporate
5378,Rohit Sharma,Male,34,Delhi,Delhi,Online
5379,Amit Patel,Male,38,Ahmedabad,Gujarat,Retail
5380,Kiran Jain,Female,59,Hyderabad,Telangana,Retail
5381,Anita Nair,Female,42,Ahmedabad,Gujarat,Retail
5382,Neha Das,Male,46,Pune,Maharashtra,Retail
5383,Amit Iyer,Male,20,Bengaluru,Karnataka,Retail
5384,Priya Jain,Female,65,Hyderabad,Telangana,Retail
5385,Priya Das,Male,58,Ahmedabad,Gujarat,Retail
5386,Anita Nair,Male,48,Ahmedabad,Gujarat,Retail
5387,Rahul Nair,Male,65,Pune,Maharashtra,Retail
5388,Neha Verma,Male,46,Bengaluru,Karnataka,Retail
5389,Vikas Das,Male,27,Chennai,Tamil Nadu,Retail
5390,Pooja Reddy,Female,28,Chennai,Tamil Nadu,Corporate
5391,Priya Nair,Female,48,Ahmedabad,Gujarat,Retail
5392,Rohit Sharma,Male,53,Bengaluru,Karnataka,Corporate
5393,Priya Reddy,Male,41,Chennai,Tamil Nadu,Corporate
5394,Sneha Gupta,Male,42,Chennai,Tamil Nadu,Corporate
5395,Rahul Sharma,Female,27,Kolkata,West Bengal,Online
5396,Neha Verma,Female,50,Delhi,Delhi,Retail
5397,Amit Verma,Female,29,Ahmedabad,Gujarat,Corporate
5398,Amit Das,Male,35,Kolkata,West Bengal,Online
5399,Rahul Singh,Male,63,Bengaluru,Karnataka,Retail
5400,Pooja Patel,Male,56,Hyderabad,Telangana,Online
5401,Kiran Singh,Male,26,Ahmedabad,Gujarat,Online
5402,Pooja Reddy,Male,18,Hyderabad,Telangana,Retail
5403,Vikas Sharma,Female,39,Lucknow,Uttar Pradesh,Corporate
5404,Priya Sharma,Female,48,Ahmedabad,Gujarat,Retail
5405,Sneha Singh,Female,20,Chennai,Tamil Nadu,Retail
5406,Pooja Jain,Male,40,Pune,Maharashtra,Online
5407,Rohit Patel,Male,40,Ahmedabad,Gujarat,Online
5408,Anita Das,Male,36,Hyderabad,Telangana,Retail
5409,Neha Verma,Male,51,Ahmedabad,Gujarat,Online
5410,Amit Gupta,Male,32,Bengaluru,Karnataka,Online
5411,Rahul Patel,Female,34,Bengaluru,Karnataka,Online
5412,Amit Patel,Male,34,Delhi,Delhi,Retail
5413,Pooja Iyer,Male,62,Jaipur,Rajasthan,Corporate
5414,Anita Patel,Male,20,Mumbai,Maharashtra,Corporate
5415,Neha Iyer,Female,25,Mumbai,Maharashtra,Retail
5416,Vikas Singh,Male,32,Mumbai,Maharashtra,Retail
5417,Neha Das,Male,19,Jaipur,Rajasthan,Online
5418,Vikas Jain,Male,43,Kolkata,West Bengal,Retail
5419,Anita Das,Male,39,Pune,Maharashtra,Online
5420,Pooja Nair,Female,53,Kolkata,West Bengal,Retail
5421,Rohit Singh,Female,33,Pune,Maharashtra,Corporate
5422,Anita Patel,Male,22,Delhi,Delhi,Corporate
5423,Sneha Verma,Male,32,Kolkata,West Bengal,Retail
5424,Vikas Iyer,Male,20,Kolkata,West Bengal,Retail
5425,Kiran Jain,Female,58,Jaipur,Rajasthan,Online
5426,Pooja Patel,Female,25,Delhi,Delhi,Online
